variety,N,s,annual_return,annual_volatility,max_drawdown,win_rate,sharpe,avg_trade_return,signal_days,merged_signals,avg_holding_days,total_return
AO,20,0.0,0.8418705013305268,0.24180313609367218,-0.06572507731007204,0.5614035087719298,3.4816359908764554,0.017939263780139273,59,11,5.2727272727272725,0.2110347920558875
AO,20,0.01,0.44819181704701183,0.2295135365107685,-0.06702127894157284,0.5217391304347826,1.952790340215873,0.011021759127411586,48,11,4.2727272727272725,0.12309812594833214
AO,20,0.03,0.28246417615533215,0.17747817563414559,-0.06572507731007227,0.53125,1.59154315817177,0.010073720056479649,33,8,4.125,0.08111358853165895
AO,20,0.05,0.12125369585546264,0.13037994384095655,-0.059174005170474664,0.5789473684210527,0.9300026697616427,0.009098974376648972,19,4,4.75,0.036529756558766335
AO,10,0.01,0.10535571889843531,0.23102570602999387,-0.09888703160817414,0.5892857142857143,0.45603461497378595,0.0029288401049221147,58,12,4.75,0.031899854820522267
AO,10,0.05,0.01982724129470692,0.09646534551973558,-0.0459174175816216,0.4444444444444444,0.20553745169191895,0.0011528517079197886,11,6,1.6666666666666667,0.006173845548987478
AO,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
AO,120,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
AO,120,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
AO,120,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
AO,60,0.05,-0.06310937860083388,0.07260911081754265,-0.04199411463491254,0.3333333333333333,-0.8691661127681294,-0.02022874856465595,3,1,3.0,-0.02022874856465595
AO,10,0.0,-0.07866156447721606,0.2607395199289622,-0.14458790339225713,0.582089552238806,-0.30168638992143265,-0.0022862138846537145,69,9,7.555555555555555,-0.025356707888118724
AO,10,0.03,-0.08330249433545645,0.16735370395499433,-0.115029069406137,0.5172413793103449,-0.4977630752520339,-0.0025046912296077693,31,10,3.0,-0.02689844544494846
AO,60,0.03,-0.17585634435525355,0.0821563921604499,-0.05883106950791195,0.14285714285714285,-2.1405071441283523,-0.015025046169380829,7,4,1.75,-0.05883106950791195
AO,60,0.0,-0.17642304003171816,0.14174143289663413,-0.10014008479678616,0.4444444444444444,-1.2446822106022861,-0.009798427555353872,19,6,3.0,-0.0590339982881769
AO,60,0.01,-0.17778205378898249,0.139581881862803,-0.11011110911963329,0.4,-1.2736757193439117,-0.009754625006362871,15,6,2.5,-0.05952104015690596
