variety,N,s,annual_return,annual_volatility,max_drawdown,win_rate,sharpe,avg_trade_return,signal_days,merged_signals,avg_holding_days,total_return
PS,20,0.03,1.2026894266882118,0.285868869927147,-0.07422999822990395,0.6206896551724138,4.207136744181744,0.0651404973992746,30,4,7.25,0.2728911765922566
PS,20,0.05,0.7765250873780674,0.21591768616206908,-0.05745903464952762,0.6,3.5963940758201858,0.036731643242428835,10,5,2.0,0.1919496512754113
PS,60,0.01,0.6723764264924661,0.17117215153690807,-0.03855040739389515,0.6666666666666666,3.928071362399675,0.08173940295562598,16,2,7.5,0.1701484341683348
PS,60,0.0,0.6620229653618883,0.17128356548171422,-0.04037306065002033,0.625,3.8650699703735683,0.16793014329787348,17,1,16.0,0.16793014329787348
PS,20,0.01,0.42019187738911934,0.34293099895798484,-0.12300354368480604,0.5434782608695652,1.225295696994136,0.013421550521178771,47,10,4.6,0.11314176994958336
PS,60,0.03,0.11399476535730879,0.11330633711380049,-0.04306794378407708,0.5555555555555556,1.0060758141251789,0.011444280189649048,10,3,3.0,0.033535520364231575
PS,60,0.05,0.10689159300150997,0.05149770107588694,-0.008325102299985954,0.6,2.075657568558151,0.015643462212321713,6,2,2.5,0.031517392274210465
PS,10,0.05,0.05225294664831259,0.1503412318608419,-0.04518321289238747,0.5,0.3475623154177605,0.0032813646150901175,10,6,1.6666666666666667,0.015684757286454687
PS,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
PS,120,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
PS,120,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
PS,120,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
PS,20,0.0,-0.13751305579561057,0.3688257811073331,-0.18733164306638594,0.5,-0.372840139815477,-0.004909471933457199,57,6,9.333333333333334,-0.044196033385392575
PS,10,0.03,-0.19145180396565342,0.26185140197698475,-0.15548896635150933,0.52,-0.7311467592695224,-0.005334379073053268,26,9,2.7777777777777777,-0.0628717525719672
PS,10,0.01,-0.37822020283752156,0.3632215918805238,-0.24959337189117514,0.4897959183673469,-1.0412932801691244,-0.012808025624068275,50,10,4.9,-0.13514257405002916
PS,10,0.0,-0.5074050091353814,0.39731226230103894,-0.28184527427414297,0.45454545454545453,-1.2770937554173107,-0.012954198073748136,67,15,4.4,-0.19454995811439468
