variety,N,s,annual_return,annual_volatility,max_drawdown,win_rate,sharpe,avg_trade_return,signal_days,merged_signals,avg_holding_days,total_return
RM,10,0.05,0.026650295173328953,0.1634632304225537,-0.06596879618117812,0.4375,0.16303541233363453,0.0012886870241751724,33,9,3.6666666666666665,0.00870038036166787
RM,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
RM,120,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
RM,120,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
RM,120,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
RM,20,0.03,-0.009631166249740697,0.17770221768645836,-0.08722500964878421,0.5,-0.054198345834569915,-0.0003434148779130381,44,7,6.142857142857143,-0.00318246965416924
RM,10,0.01,-0.01713979474787075,0.184793965931682,-0.0741026630644539,0.46774193548387094,-0.0927508355668242,-0.0005337135011738575,64,8,7.875,-0.005678007913763605
RM,60,0.05,-0.019712336411257914,0.011388585677480662,-0.006535947712418277,0.0,-1.730885376771262,-0.006535947712418277,2,1,1.0,-0.006535947712418277
RM,10,0.03,-0.020617794680778734,0.17185353699050004,-0.07522044656980853,0.4444444444444444,-0.11997305986154054,-0.0002962267111932926,46,10,4.6,-0.006838276268260168
RM,10,0.0,-0.06535897809971725,0.19240145707131287,-0.0872250096487841,0.4647887323943662,-0.33970105577470855,-0.0029377801316354335,73,7,10.285714285714286,-0.022016708885664316
RM,20,0.01,-0.06645202006652429,0.18183950478307478,-0.08722500964878421,0.4716981132075472,-0.3654432525308411,-0.0027468909749508164,55,8,6.75,-0.02239356135846504
RM,20,0.05,-0.07264656721441853,0.16747914956798038,-0.08832695128703516,0.45454545454545453,-0.43376484417202654,-0.002963458848554249,35,7,4.857142857142857,-0.02453489003156617
RM,20,0.0,-0.17698846102035393,0.1856756429232585,-0.08722500964878421,0.4426229508196721,-0.9532131314256708,-0.006999183179365419,63,9,6.888888888888889,-0.06214075138076347
RM,60,0.01,-0.1770642850329478,0.14407542706899476,-0.07377437532514775,0.2631578947368421,-1.2289693574752019,-0.012315306588832375,20,5,3.8,-0.06216921102543094
RM,60,0.0,-0.19888414640887386,0.14765455007639935,-0.08942889292528611,0.2857142857142857,-1.3469557579225788,-0.017287861664882193,23,4,5.5,-0.0704332016423842
RM,60,0.03,-0.24693948488219775,0.08431884066417804,-0.08918103963333168,0.1111111111111111,-2.9286394705745447,-0.01841725274869681,10,5,1.8,-0.08918103963333168
