variety,N,s,annual_return,annual_volatility,max_drawdown,win_rate,sharpe,avg_trade_return,signal_days,merged_signals,avg_holding_days,total_return
SP,10,0.03,0.24958589153838218,0.11922337686944996,-0.029628793355468752,0.5142857142857142,2.093430819458164,0.009222091737677338,36,8,4.5,0.07519537116149722
SP,10,0.05,0.24192622515130324,0.08309474456258038,-0.008745108759779407,0.5263157894736842,2.91145037420632,0.010216970748395513,20,7,2.857142857142857,0.07304633101383828
SP,10,0.0,0.15807569204293448,0.1616029879970641,-0.08569942998695346,0.4782608695652174,0.9781730771327465,0.003641617142779187,72,14,5.071428571428571,0.04891380150231006
SP,10,0.01,0.13572026158928696,0.14916237937503793,-0.05633178717350995,0.5192307692307693,0.9098826537758992,0.004876512025047981,55,9,6.0,0.04228174060398571
SP,20,0.03,0.12398020030223722,0.11546868003184578,-0.03295748622099637,0.4888888888888889,1.073712804788658,0.004849218948516032,48,8,5.875,0.0387635624320708
SP,20,0.01,0.11326528644574796,0.13841141090780784,-0.043593549290322664,0.49122807017543857,0.8183233282781212,0.006006598401054793,60,6,9.833333333333334,0.03553088977664376
SP,20,0.05,0.11117146365960484,0.09909282880587267,-0.028839225418995196,0.42857142857142855,1.1218921187263184,0.004976170793769933,29,7,4.0,0.03489673781421687
SP,20,0.0,0.09051374974524551,0.13873074441866096,-0.04648926779180507,0.4745762711864407,0.6524418947258984,0.004886705929214548,62,6,10.166666666666666,0.02859653113974625
SP,60,0.03,0.05221758904269236,0.07193011842173268,-0.032957486220996146,0.4666666666666667,0.7259488818930617,0.016700596026137937,16,1,15.0,0.016700596026137937
SP,60,0.05,0.030745399939982265,0.07099388723421468,-0.03295748622099626,0.42857142857142855,0.43307108735362887,0.009902449395948087,15,1,14.0,0.009902449395948087
SP,60,0.0,0.009486680726227936,0.07887423499795632,-0.03295748622099637,0.42857142857142855,0.12027604104779897,0.0030771099691635495,22,1,21.0,0.0030771099691635495
SP,60,0.01,0.009486680726227936,0.07887423499795632,-0.03295748622099637,0.42857142857142855,0.12027604104779897,0.0030771099691635495,22,1,21.0,0.0030771099691635495
SP,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
SP,120,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
SP,120,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
SP,120,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
