variety,N,s,annual_return,annual_volatility,max_drawdown,win_rate,sharpe,avg_trade_return,signal_days,merged_signals,avg_holding_days,total_return
C,20,0.0,0.05749481327902517,0.08722063983436913,-0.04842354738159249,0.47619047619047616,0.6591881622080172,0.0023710288847754476,70,9,7.666666666666667,0.020165898565664975
C,20,0.01,0.043848567280068806,0.07778369244997284,-0.03576960519251837,0.4489795918367347,0.5637244247342763,0.002765861076882333,54,6,9.0,0.015444635990221833
C,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
C,120,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
C,120,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
C,120,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
C,60,0.05,-0.0020002261875488037,0.015398858380117947,-0.009438398296563566,0.5,-0.12989444659945518,-0.0003158526049088506,5,2,2.5,-0.0007148262868460487
C,20,0.05,-0.026232944389584678,0.04819691233310608,-0.025928778150826615,0.3888888888888889,-0.5442868250206451,-0.0023177190930456504,19,4,4.75,-0.009449062439785938
C,60,0.03,-0.05488644204862847,0.04008311392720195,-0.041218834466201226,0.3,-1.369315820829489,-0.004977173026871451,23,4,5.5,-0.019958913014811452
C,10,0.05,-0.06571131858659318,0.03595126177282809,-0.030204997629046826,0.42857142857142855,-1.827788938308076,-0.008020780835315508,8,3,2.6666666666666665,-0.023982664891561423
C,20,0.03,-0.06755837242984897,0.052613061648615324,-0.0282971566405934,0.3448275862068966,-1.284060845594736,-0.006161177831218917,31,4,7.75,-0.024672228212912373
C,60,0.0,-0.08381490810183378,0.04886405771737732,-0.05180471899710959,0.3333333333333333,-1.715267049384379,-0.030779527932288553,30,1,29.0,-0.030779527932288553
C,60,0.01,-0.08381490810183378,0.04886405771737732,-0.05180471899710959,0.3333333333333333,-1.715267049384379,-0.030779527932288553,30,1,29.0,-0.030779527932288553
C,10,0.0,-0.1116058376266309,0.09449882310258689,-0.07430347264143411,0.3972602739726027,-1.1810288632428028,-0.0058764879239606395,80,7,11.285714285714286,-0.04138351865157752
C,10,0.03,-0.13432315249306082,0.047616926021964524,-0.05626625839809629,0.36363636363636365,-2.8209118839611955,-0.010182181935748024,24,5,4.8,-0.05021113814950484
C,10,0.01,-0.2504648763463534,0.07381484197390743,-0.11397656577776483,0.3333333333333333,-3.3931506137327965,-0.010128413608035158,60,10,5.9,-0.0978414836636543
